epoch,avg_mse,avg_acc
0,,0.9661691542288556
2,,0.9656716417910446
4,,0.9681592039800994
6,,0.9721393034825868
8,,0.9726368159203979
10,,0.9711442786069652
12,,0.9721393034825868
14,,0.9721393034825868
16,,0.9711442786069652
18,,0.971641791044776
20,,0.970646766169154
22,,0.971144278606965
24,,0.9711442786069652
26,,0.971641791044776
28,,0.9701492537313432
30,,0.9701492537313432
32,,0.970646766169154
34,,0.9701492537313432
36,,0.9691542288557213
38,,0.9711442786069651
40,,0.971641791044776
42,,0.971641791044776
44,,0.9711442786069651
46,,0.970646766169154
48,,0.970646766169154
